"Date","GEO","HPI"
2016-06-01,"Ontario",96.8
2016-06-01,"Ottawa",99.2
2016-06-01,"Oshawa",NA
2016-06-01,"Toronto",96.1
2016-06-01,"Hamilton",97.1
2016-06-01,"Niagara",97.7
2016-06-01,"Kitchener",96.7
2016-06-01,"Guelph",NA
2016-06-01,"London",98
2016-06-01,"Windsor",97.1
2016-06-01,"Sudbury",98.9
2016-06-01,"Alberta",100.2
2016-06-01,"Calgary",99.9
2016-06-01,"Edmonton",100.4
2016-06-01,"British Columbia",99.1
2016-06-01,"Kelowna",NA
2016-06-01,"Vancouver",99.3
2016-06-01,"Victoria",96.9
2016-07-01,"Quebec",99.6
2016-07-01,"Montreal",99.5
2016-07-01,"Ontario",97.8
2016-07-01,"Ottawa",99.3
2016-07-01,"Oshawa",NA
2016-07-01,"Toronto",97.5
2016-07-01,"Hamilton",98.2
2016-07-01,"Niagara",97.8
2016-07-01,"Kitchener",96.9
2016-07-01,"Guelph",NA
2016-07-01,"London",97.8
2016-07-01,"Windsor",96.8
2016-07-01,"Sudbury",98.9
2016-07-01,"Alberta",100.3
2016-07-01,"Calgary",100
2016-07-01,"Edmonton",100.5
2016-07-01,"British Columbia",99.9
2016-07-01,"Kelowna",NA
2016-07-01,"Vancouver",100.1
2016-07-01,"Victoria",97.9
2016-08-01,"Quebec",99.6
2016-08-01,"Montreal",99.5
2016-08-01,"Ontario",98.4
2016-08-01,"Ottawa",99
2016-08-01,"Oshawa",NA
2016-08-01,"Toronto",98.4
2016-08-01,"Hamilton",98.6
2016-08-01,"Niagara",97.9
2016-08-01,"Kitchener",97.5
2016-08-01,"Guelph",NA
2016-08-01,"London",98.3
2016-08-01,"Windsor",96.8
2016-08-01,"Sudbury",99.4
2016-08-01,"Alberta",100.2
2016-08-01,"Calgary",100
2016-08-01,"Edmonton",100.3
2016-08-01,"British Columbia",99.9
2016-08-01,"Kelowna",NA
2016-08-01,"Vancouver",100.1
2016-08-01,"Victoria",97.9
2016-09-01,"Quebec",100
2016-09-01,"Montreal",100
2016-09-01,"Ontario",98.5
2016-09-01,"Ottawa",99
2016-09-01,"Oshawa",NA
2016-09-01,"Toronto",98.5
2016-09-01,"Hamilton",98.6
2016-09-01,"Niagara",98.5
2016-09-01,"Kitchener",97.5
2016-09-01,"Guelph",NA
2016-09-01,"London",98.5
2016-09-01,"Windsor",97.9
2016-09-01,"Sudbury",99.8
2016-09-01,"Alberta",99.8
2016-09-01,"Calgary",99.7
2016-09-01,"Edmonton",99.9
2016-09-01,"British Columbia",100.3
2016-09-01,"Kelowna",NA
2016-09-01,"Vancouver",100.4
2016-09-01,"Victoria",98.6
2016-10-01,"Quebec",100
2016-10-01,"Montreal",100
2016-10-01,"Ontario",99.6
2016-10-01,"Ottawa",99.4
2016-10-01,"Oshawa",NA
2016-10-01,"Toronto",100
2016-10-01,"Hamilton",98.6
2016-10-01,"Niagara",99.2
2016-10-01,"Kitchener",98.4
2016-10-01,"Guelph",NA
2016-10-01,"London",98.6
2016-10-01,"Windsor",99.4
2016-10-01,"Sudbury",100
2016-10-01,"Alberta",99.7
2016-10-01,"Calgary",99.4
2016-10-01,"Edmonton",100
2016-10-01,"British Columbia",100.3
2016-10-01,"Kelowna",NA
2016-10-01,"Vancouver",100.4
2016-10-01,"Victoria",99.5
2016-11-01,"Quebec",100
2016-11-01,"Montreal",99.9
2016-11-01,"Ontario",99.8
2016-11-01,"Ottawa",99.6
2016-11-01,"Oshawa",NA
2016-11-01,"Toronto",100
2016-11-01,"Hamilton",99.6
2016-11-01,"Niagara",98.9
2016-11-01,"Kitchener",99.1
2016-11-01,"Guelph",NA
2016-11-01,"London",100.1
2016-11-01,"Windsor",99.8
2016-11-01,"Sudbury",100
2016-11-01,"Alberta",99.8
2016-11-01,"Calgary",99.8
2016-11-01,"Edmonton",99.8
2016-11-01,"British Columbia",100
2016-11-01,"Kelowna",NA
2016-11-01,"Vancouver",100
2016-11-01,"Victoria",100
2016-12-01,"Quebec",100
2016-12-01,"Montreal",100
2016-12-01,"Ontario",100
2016-12-01,"Ottawa",100
2016-12-01,"Oshawa",100
2016-12-01,"Toronto",100
2016-12-01,"Hamilton",100
2016-12-01,"Niagara",100
2016-12-01,"Kitchener",100
2016-12-01,"Guelph",100
2016-12-01,"London",100
2016-12-01,"Windsor",100
2016-12-01,"Sudbury",100
2016-12-01,"Alberta",100
2016-12-01,"Calgary",100
2016-12-01,"Edmonton",100
2016-12-01,"British Columbia",100
2016-12-01,"Kelowna",100
2016-12-01,"Vancouver",100
2016-12-01,"Victoria",100
2017-01-01,"Quebec",100.1
2017-01-01,"Montreal",100.2
2017-01-01,"Ontario",99.9
2017-01-01,"Ottawa",100
2017-01-01,"Oshawa",100
2017-01-01,"Toronto",99.5
2017-01-01,"Hamilton",101
2017-01-01,"Niagara",101.3
2017-01-01,"Kitchener",100.5
2017-01-01,"Guelph",100
2017-01-01,"London",101.1
2017-01-01,"Windsor",100.4
2017-01-01,"Sudbury",99.1
2017-01-01,"Alberta",99.9
2017-01-01,"Calgary",99.8
2017-01-01,"Edmonton",100
2017-01-01,"British Columbia",99.7
2017-01-01,"Kelowna",100
2017-01-01,"Vancouver",99.6
2017-01-01,"Victoria",100.3
2017-02-01,"Quebec",100.3
2017-02-01,"Montreal",100.4
2017-02-01,"Ontario",100.6
2017-02-01,"Ottawa",100.1
2017-02-01,"Oshawa",101.6
2017-02-01,"Toronto",100.2
2017-02-01,"Hamilton",102.2
2017-02-01,"Niagara",101.4
2017-02-01,"Kitchener",100.7
2017-02-01,"Guelph",101.5
2017-02-01,"London",101.2
2017-02-01,"Windsor",101.1
2017-02-01,"Sudbury",99.4
2017-02-01,"Alberta",100
2017-02-01,"Calgary",99.5
2017-02-01,"Edmonton",100.4
2017-02-01,"British Columbia",99.7
2017-02-01,"Kelowna",100.1
2017-02-01,"Vancouver",99.4
2017-02-01,"Victoria",101.7
2017-03-01,"Quebec",100.2
2017-03-01,"Montreal",100.3
2017-03-01,"Ontario",100.8
2017-03-01,"Ottawa",100.7
2017-03-01,"Oshawa",103
2017-03-01,"Toronto",100.2
2017-03-01,"Hamilton",102.2
2017-03-01,"Niagara",101.4
2017-03-01,"Kitchener",100.7
2017-03-01,"Guelph",102.6
2017-03-01,"London",101.5
2017-03-01,"Windsor",101.3
2017-03-01,"Sudbury",99.6
2017-03-01,"Alberta",100.1
2017-03-01,"Calgary",99.5
2017-03-01,"Edmonton",100.6
2017-03-01,"British Columbia",100.2
2017-03-01,"Kelowna",100.1
2017-03-01,"Vancouver",100.1
2017-03-01,"Victoria",101.7
2017-04-01,"Quebec",100.3
2017-04-01,"Montreal",100.5
2017-04-01,"Ontario",102.3
2017-04-01,"Ottawa",101.1
2017-04-01,"Oshawa",103.2
2017-04-01,"Toronto",102.3
2017-04-01,"Hamilton",102.2
2017-04-01,"Niagara",103.3
2017-04-01,"Kitchener",102.9
2017-04-01,"Guelph",102.6
2017-04-01,"London",103.8
2017-04-01,"Windsor",101.3
2017-04-01,"Sudbury",99.6
2017-04-01,"Alberta",100
2017-04-01,"Calgary",99.8
2017-04-01,"Edmonton",100.2
2017-04-01,"British Columbia",100.9
2017-04-01,"Kelowna",100.1
2017-04-01,"Vancouver",100.9
2017-04-01,"Victoria",101.7
2017-05-01,"Quebec",100.4
2017-05-01,"Montreal",100.6
2017-05-01,"Ontario",103
2017-05-01,"Ottawa",101.5
2017-05-01,"Oshawa",103.2
2017-05-01,"Toronto",103.2
2017-05-01,"Hamilton",102.2
2017-05-01,"Niagara",104.8
2017-05-01,"Kitchener",102.9
2017-05-01,"Guelph",104.4
2017-05-01,"London",105.7
2017-05-01,"Windsor",101
2017-05-01,"Sudbury",99.6
2017-05-01,"Alberta",99.7
2017-05-01,"Calgary",99.1
2017-05-01,"Edmonton",100.2
2017-05-01,"British Columbia",102.9
2017-05-01,"Kelowna",101
2017-05-01,"Vancouver",103.2
2017-05-01,"Victoria",101.7
2017-06-01,"Quebec",100.5
2017-06-01,"Montreal",100.6
2017-06-01,"Ontario",103.1
2017-06-01,"Ottawa",102.1
2017-06-01,"Oshawa",103.2
2017-06-01,"Toronto",103.2
2017-06-01,"Hamilton",102.2
2017-06-01,"Niagara",104.9
2017-06-01,"Kitchener",103
2017-06-01,"Guelph",104.4
2017-06-01,"London",105.5
2017-06-01,"Windsor",101
2017-06-01,"Sudbury",99.6
2017-06-01,"Alberta",99.6
2017-06-01,"Calgary",99.3
2017-06-01,"Edmonton",99.8
2017-06-01,"British Columbia",104.9
2017-06-01,"Kelowna",101
2017-06-01,"Vancouver",105.7
2017-06-01,"Victoria",101.7
2017-07-01,"Quebec",100.7
2017-07-01,"Montreal",101
2017-07-01,"Ontario",103.4
2017-07-01,"Ottawa",102.3
2017-07-01,"Oshawa",103.2
2017-07-01,"Toronto",103.2
2017-07-01,"Hamilton",104.3
2017-07-01,"Niagara",105
2017-07-01,"Kitchener",103
2017-07-01,"Guelph",104.4
2017-07-01,"London",106.7
2017-07-01,"Windsor",101
2017-07-01,"Sudbury",99.6
2017-07-01,"Alberta",100
2017-07-01,"Calgary",100.2
2017-07-01,"Edmonton",99.8
2017-07-01,"British Columbia",107.7
2017-07-01,"Kelowna",102.4
2017-07-01,"Vancouver",108.9
2017-07-01,"Victoria",101.7
2017-08-01,"Quebec",100.7
2017-08-01,"Montreal",101
2017-08-01,"Ontario",103.5
2017-08-01,"Ottawa",102.7
2017-08-01,"Oshawa",103.2
2017-08-01,"Toronto",103.2
2017-08-01,"Hamilton",104.3
2017-08-01,"Niagara",104.8
2017-08-01,"Kitchener",103
2017-08-01,"Guelph",104.4
2017-08-01,"London",108
2017-08-01,"Windsor",101.4
2017-08-01,"Sudbury",99.6
2017-08-01,"Alberta",100.1
2017-08-01,"Calgary",100.3
2017-08-01,"Edmonton",99.9
2017-08-01,"British Columbia",107.8
2017-08-01,"Kelowna",103.7
2017-08-01,"Vancouver",108.9
2017-08-01,"Victoria",101.7
2017-09-01,"Quebec",101
2017-09-01,"Montreal",101.2
2017-09-01,"Ontario",103.6
2017-09-01,"Ottawa",102.7
2017-09-01,"Oshawa",104.1
2017-09-01,"Toronto",103.2
2017-09-01,"Hamilton",104.3
2017-09-01,"Niagara",105.6
2017-09-01,"Kitchener",103
2017-09-01,"Guelph",104.4
2017-09-01,"London",108.3
2017-09-01,"Windsor",101.4
2017-09-01,"Sudbury",99.6
2017-09-01,"Alberta",99.9
2017-09-01,"Calgary",100.2
2017-09-01,"Edmonton",99.7
2017-09-01,"British Columbia",108.2
2017-09-01,"Kelowna",104.4
2017-09-01,"Vancouver",109.3
2017-09-01,"Victoria",101.7
2017-10-01,"Quebec",101.2
2017-10-01,"Montreal",101.6
2017-10-01,"Ontario",103.8
2017-10-01,"Ottawa",104
2017-10-01,"Oshawa",104.1
2017-10-01,"Toronto",103.3
2017-10-01,"Hamilton",104.3
2017-10-01,"Niagara",105.6
2017-10-01,"Kitchener",102.9
2017-10-01,"Guelph",104.4
2017-10-01,"London",108.3
2017-10-01,"Windsor",101.3
2017-10-01,"Sudbury",99.6
2017-10-01,"Alberta",100
2017-10-01,"Calgary",100.2
2017-10-01,"Edmonton",99.7
2017-10-01,"British Columbia",108.7
2017-10-01,"Kelowna",104.4
2017-10-01,"Vancouver",109.8
2017-10-01,"Victoria",102
2017-11-01,"Quebec",101.3
2017-11-01,"Montreal",101.6
2017-11-01,"Ontario",103.9
2017-11-01,"Ottawa",104.6
2017-11-01,"Oshawa",104.1
2017-11-01,"Toronto",103.3
2017-11-01,"Hamilton",104.3
2017-11-01,"Niagara",105.6
2017-11-01,"Kitchener",102.9
2017-11-01,"Guelph",104.5
2017-11-01,"London",108.7
2017-11-01,"Windsor",101.8
2017-11-01,"Sudbury",99.6
2017-11-01,"Alberta",100.2
2017-11-01,"Calgary",100.5
2017-11-01,"Edmonton",99.9
2017-11-01,"British Columbia",108.7
2017-11-01,"Kelowna",104.4
2017-11-01,"Vancouver",109.8
2017-11-01,"Victoria",102
2017-12-01,"Quebec",101.3
2017-12-01,"Montreal",101.6
2017-12-01,"Ontario",103.9
2017-12-01,"Ottawa",104.7
2017-12-01,"Oshawa",104.1
2017-12-01,"Toronto",103.3
2017-12-01,"Hamilton",104.1
2017-12-01,"Niagara",105.6
2017-12-01,"Kitchener",102.9
2017-12-01,"Guelph",104.6
2017-12-01,"London",108.9
2017-12-01,"Windsor",101.9
2017-12-01,"Sudbury",99.6
2017-12-01,"Alberta",100
2017-12-01,"Calgary",100.1
2017-12-01,"Edmonton",99.9
2017-12-01,"British Columbia",108.7
2017-12-01,"Kelowna",104.4
2017-12-01,"Vancouver",109.9
2017-12-01,"Victoria",102
2018-01-01,"Quebec",101.6
2018-01-01,"Montreal",102.2
2018-01-01,"Ontario",104
2018-01-01,"Ottawa",104.8
2018-01-01,"Oshawa",104
2018-01-01,"Toronto",103.2
2018-01-01,"Hamilton",104.4
2018-01-01,"Niagara",105.6
2018-01-01,"Kitchener",102.9
2018-01-01,"Guelph",104.6
2018-01-01,"London",109.5
2018-01-01,"Windsor",102.2
2018-01-01,"Sudbury",99.6
2018-01-01,"Alberta",99.9
2018-01-01,"Calgary",100.1
2018-01-01,"Edmonton",99.7
2018-01-01,"British Columbia",108.7
2018-01-01,"Kelowna",104.4
2018-01-01,"Vancouver",109.9
2018-01-01,"Victoria",102
2018-02-01,"Quebec",102.1
2018-02-01,"Montreal",102.9
2018-02-01,"Ontario",103.4
2018-02-01,"Ottawa",105.4
2018-02-01,"Oshawa",103.9
2018-02-01,"Toronto",102
2018-02-01,"Hamilton",104.3
2018-02-01,"Niagara",106
2018-02-01,"Kitchener",102.9
2018-02-01,"Guelph",104.6
2018-02-01,"London",110
2018-02-01,"Windsor",102.4
2018-02-01,"Sudbury",99.6
2018-02-01,"Alberta",99.4
2018-02-01,"Calgary",99.5
2018-02-01,"Edmonton",99.4
2018-02-01,"British Columbia",108.7
2018-02-01,"Kelowna",104.4
2018-02-01,"Vancouver",109.9
2018-02-01,"Victoria",102
2018-03-01,"Quebec",102.1
2018-03-01,"Montreal",102.9
2018-03-01,"Ontario",103.4
2018-03-01,"Ottawa",107
2018-03-01,"Oshawa",103.9
2018-03-01,"Toronto",101.6
2018-03-01,"Hamilton",104.5
2018-03-01,"Niagara",106.4
2018-03-01,"Kitchener",102.9
2018-03-01,"Guelph",104.7
2018-03-01,"London",111
2018-03-01,"Windsor",102.9
2018-03-01,"Sudbury",99.8
2018-03-01,"Alberta",99.2
2018-03-01,"Calgary",99
2018-03-01,"Edmonton",99.4
2018-03-01,"British Columbia",108.9
2018-03-01,"Kelowna",104.4
2018-03-01,"Vancouver",109.9
2018-03-01,"Victoria",103.5
2018-04-01,"Quebec",102.2
2018-04-01,"Montreal",102.9
2018-04-01,"Ontario",103.2
2018-04-01,"Ottawa",107.1
2018-04-01,"Oshawa",103.8
2018-04-01,"Toronto",101
2018-04-01,"Hamilton",104.7
2018-04-01,"Niagara",105.8
2018-04-01,"Kitchener",102.9
2018-04-01,"Guelph",104.7
2018-04-01,"London",111.2
2018-04-01,"Windsor",104.1
2018-04-01,"Sudbury",99.8
2018-04-01,"Alberta",99.1
2018-04-01,"Calgary",98.9
2018-04-01,"Edmonton",99.3
2018-04-01,"British Columbia",108.9
2018-04-01,"Kelowna",104.4
2018-04-01,"Vancouver",109.9
2018-04-01,"Victoria",103.5
2018-05-01,"Quebec",102.3
2018-05-01,"Montreal",103.1
2018-05-01,"Ontario",103.2
2018-05-01,"Ottawa",107.2
2018-05-01,"Oshawa",103.7
2018-05-01,"Toronto",100.9
2018-05-01,"Hamilton",105
2018-05-01,"Niagara",105.9
2018-05-01,"Kitchener",103.1
2018-05-01,"Guelph",105.2
2018-05-01,"London",111.7
2018-05-01,"Windsor",104.4
2018-05-01,"Sudbury",100
2018-05-01,"Alberta",99.1
2018-05-01,"Calgary",98.8
2018-05-01,"Edmonton",99.3
2018-05-01,"British Columbia",108.9
2018-05-01,"Kelowna",104.8
2018-05-01,"Vancouver",109.9
2018-05-01,"Victoria",103.5
2018-06-01,"Quebec",103
2018-06-01,"Montreal",104.1
2018-06-01,"Ontario",103.3
2018-06-01,"Ottawa",108.1
2018-06-01,"Oshawa",103.4
2018-06-01,"Toronto",100.9
2018-06-01,"Hamilton",105.2
2018-06-01,"Niagara",106.4
2018-06-01,"Kitchener",103.1
2018-06-01,"Guelph",105.2
2018-06-01,"London",111.8
2018-06-01,"Windsor",104.4
2018-06-01,"Sudbury",100.5
2018-06-01,"Alberta",99.3
2018-06-01,"Calgary",99.1
2018-06-01,"Edmonton",99.4
2018-06-01,"British Columbia",109.1
2018-06-01,"Kelowna",104.8
2018-06-01,"Vancouver",110.2
2018-06-01,"Victoria",103.5
2018-07-01,"Quebec",103.1
2018-07-01,"Montreal",104.3
2018-07-01,"Ontario",103.5
2018-07-01,"Ottawa",108.2
2018-07-01,"Oshawa",103.4
2018-07-01,"Toronto",101.2
2018-07-01,"Hamilton",105.3
2018-07-01,"Niagara",106.6
2018-07-01,"Kitchener",103.2
2018-07-01,"Guelph",105.2
2018-07-01,"London",112.3
2018-07-01,"Windsor",104.6
2018-07-01,"Sudbury",100.5
2018-07-01,"Alberta",99.5
2018-07-01,"Calgary",99.5
2018-07-01,"Edmonton",99.5
2018-07-01,"British Columbia",108.9
2018-07-01,"Kelowna",104.8
2018-07-01,"Vancouver",110
2018-07-01,"Victoria",103.5
2018-08-01,"Quebec",103.4
2018-08-01,"Montreal",104.7
2018-08-01,"Ontario",103.7
2018-08-01,"Ottawa",108.9
2018-08-01,"Oshawa",103.4
2018-08-01,"Toronto",101.2
2018-08-01,"Hamilton",105.4
2018-08-01,"Niagara",106.6
2018-08-01,"Kitchener",103.1
2018-08-01,"Guelph",105.2
2018-08-01,"London",112.7
2018-08-01,"Windsor",104.6
2018-08-01,"Sudbury",100.8
2018-08-01,"Alberta",98.9
2018-08-01,"Calgary",99.1
2018-08-01,"Edmonton",98.8
2018-08-01,"British Columbia",108.5
2018-08-01,"Kelowna",104.8
2018-08-01,"Vancouver",109.4
2018-08-01,"Victoria",103.5
2018-09-01,"Quebec",103.5
2018-09-01,"Montreal",104.9
2018-09-01,"Ontario",103.5
2018-09-01,"Ottawa",109.2
2018-09-01,"Oshawa",103
2018-09-01,"Toronto",100.8
2018-09-01,"Hamilton",104.9
2018-09-01,"Niagara",106.4
2018-09-01,"Kitchener",103.2
2018-09-01,"Guelph",105.2
2018-09-01,"London",113.2
2018-09-01,"Windsor",104.7
2018-09-01,"Sudbury",100.8
2018-09-01,"Alberta",98.8
2018-09-01,"Calgary",98.8
2018-09-01,"Edmonton",98.8
2018-09-01,"British Columbia",109
2018-09-01,"Kelowna",104.5
2018-09-01,"Vancouver",110.1
2018-09-01,"Victoria",103.3
2018-10-01,"Quebec",103.7
2018-10-01,"Montreal",105.1
2018-10-01,"Ontario",103.5
2018-10-01,"Ottawa",109.7
2018-10-01,"Oshawa",102.5
2018-10-01,"Toronto",100.7
2018-10-01,"Hamilton",105
2018-10-01,"Niagara",106.6
2018-10-01,"Kitchener",103.1
2018-10-01,"Guelph",105.3
2018-10-01,"London",113.4
2018-10-01,"Windsor",105.7
2018-10-01,"Sudbury",100.8
2018-10-01,"Alberta",98.7
2018-10-01,"Calgary",98.3
2018-10-01,"Edmonton",99
2018-10-01,"British Columbia",109
2018-10-01,"Kelowna",104.6
2018-10-01,"Vancouver",110.1
2018-10-01,"Victoria",103.3
2018-11-01,"Quebec",104
2018-11-01,"Montreal",105.6
2018-11-01,"Ontario",103.6
2018-11-01,"Ottawa",110.4
2018-11-01,"Oshawa",102.4
2018-11-01,"Toronto",100.8
2018-11-01,"Hamilton",105
2018-11-01,"Niagara",106.9
2018-11-01,"Kitchener",103.3
2018-11-01,"Guelph",105.1
2018-11-01,"London",113.5
2018-11-01,"Windsor",105.7
2018-11-01,"Sudbury",100.8
2018-11-01,"Alberta",98.7
2018-11-01,"Calgary",98.5
2018-11-01,"Edmonton",98.8
2018-11-01,"British Columbia",108.7
2018-11-01,"Kelowna",104.4
2018-11-01,"Vancouver",109.7
2018-11-01,"Victoria",103.2
2018-12-01,"Quebec",104
2018-12-01,"Montreal",105.5
2018-12-01,"Ontario",103.7
2018-12-01,"Ottawa",111
2018-12-01,"Oshawa",102.2
2018-12-01,"Toronto",100.7
2018-12-01,"Hamilton",105.1
2018-12-01,"Niagara",107
2018-12-01,"Kitchener",103.3
2018-12-01,"Guelph",105.3
2018-12-01,"London",113.6
2018-12-01,"Windsor",105.7
2018-12-01,"Sudbury",100.6
2018-12-01,"Alberta",98.8
2018-12-01,"Calgary",98.8
2018-12-01,"Edmonton",98.9
2018-12-01,"British Columbia",108.4
2018-12-01,"Kelowna",104.2
2018-12-01,"Vancouver",109.4
2018-12-01,"Victoria",103.2
2019-01-01,"Quebec",104.1
2019-01-01,"Montreal",105.7
2019-01-01,"Ontario",103.5
2019-01-01,"Ottawa",111.2
2019-01-01,"Oshawa",102.2
2019-01-01,"Toronto",100.3
2019-01-01,"Hamilton",105.1
2019-01-01,"Niagara",107.3
2019-01-01,"Kitchener",103.3
2019-01-01,"Guelph",105.3
2019-01-01,"London",113.6
2019-01-01,"Windsor",105.7
2019-01-01,"Sudbury",100.9
2019-01-01,"Alberta",98.7
2019-01-01,"Calgary",98.6
2019-01-01,"Edmonton",98.7
2019-01-01,"British Columbia",108.4
2019-01-01,"Kelowna",104.1
2019-01-01,"Vancouver",109.4
2019-01-01,"Victoria",103.1
2019-02-01,"Quebec",104.2
2019-02-01,"Montreal",105.8
2019-02-01,"Ontario",103.5
2019-02-01,"Ottawa",111.3
2019-02-01,"Oshawa",101.9
2019-02-01,"Toronto",100.3
2019-02-01,"Hamilton",105.1
2019-02-01,"Niagara",107.3
2019-02-01,"Kitchener",103.4
2019-02-01,"Guelph",105.1
2019-02-01,"London",114.4
2019-02-01,"Windsor",106.4
2019-02-01,"Sudbury",101.2
2019-02-01,"Alberta",98.6
2019-02-01,"Calgary",98.6
2019-02-01,"Edmonton",98.6
2019-02-01,"British Columbia",108
2019-02-01,"Kelowna",104.2
2019-02-01,"Vancouver",108.8
2019-02-01,"Victoria",103.5
2019-03-01,"Quebec",104.3
2019-03-01,"Montreal",105.9
2019-03-01,"Ontario",103.6
2019-03-01,"Ottawa",111.5
2019-03-01,"Oshawa",101.7
2019-03-01,"Toronto",100.3
2019-03-01,"Hamilton",104.9
2019-03-01,"Niagara",107.2
2019-03-01,"Kitchener",103.4
2019-03-01,"Guelph",105
2019-03-01,"London",114.8
2019-03-01,"Windsor",106.6
2019-03-01,"Sudbury",101.2
2019-03-01,"Alberta",98.4
2019-03-01,"Calgary",98.4
2019-03-01,"Edmonton",98.3
2019-03-01,"British Columbia",108
2019-03-01,"Kelowna",104.2
2019-03-01,"Vancouver",109
2019-03-01,"Victoria",102.7
2019-04-01,"Quebec",104.4
2019-04-01,"Montreal",105.9
2019-04-01,"Ontario",103.6
2019-04-01,"Ottawa",112.2
2019-04-01,"Oshawa",101.7
2019-04-01,"Toronto",100.1
2019-04-01,"Hamilton",105.3
2019-04-01,"Niagara",107
2019-04-01,"Kitchener",103.8
2019-04-01,"Guelph",105
2019-04-01,"London",115.3
2019-04-01,"Windsor",106.9
2019-04-01,"Sudbury",101.2
2019-04-01,"Alberta",97.9
2019-04-01,"Calgary",97.5
2019-04-01,"Edmonton",98.2
2019-04-01,"British Columbia",107.5
2019-04-01,"Kelowna",104.2
2019-04-01,"Vancouver",108.5
2019-04-01,"Victoria",101.9
2019-05-01,"Quebec",104.6
2019-05-01,"Montreal",106.2
2019-05-01,"Ontario",103.6
2019-05-01,"Ottawa",113
2019-05-01,"Oshawa",102
2019-05-01,"Toronto",99.7
2019-05-01,"Hamilton",105.3
2019-05-01,"Niagara",107.5
2019-05-01,"Kitchener",103.8
2019-05-01,"Guelph",105.5
2019-05-01,"London",115.5
2019-05-01,"Windsor",106.9
2019-05-01,"Sudbury",101.2
2019-05-01,"Alberta",97.6
2019-05-01,"Calgary",97.4
2019-05-01,"Edmonton",97.8
2019-05-01,"British Columbia",106.9
2019-05-01,"Kelowna",103.7
2019-05-01,"Vancouver",107.9
2019-05-01,"Victoria",101.1
2019-06-01,"Quebec",105
2019-06-01,"Montreal",106.6
2019-06-01,"Ontario",103.8
2019-06-01,"Ottawa",113.8
2019-06-01,"Oshawa",102.1
2019-06-01,"Toronto",99.8
2019-06-01,"Hamilton",106.3
2019-06-01,"Niagara",107.4
2019-06-01,"Kitchener",104
2019-06-01,"Guelph",106
2019-06-01,"London",116
2019-06-01,"Windsor",106.9
2019-06-01,"Sudbury",100.9
2019-06-01,"Alberta",96.8
2019-06-01,"Calgary",95.8
2019-06-01,"Edmonton",97.6
2019-06-01,"British Columbia",106.8
2019-06-01,"Kelowna",104.2
2019-06-01,"Vancouver",107.7
2019-06-01,"Victoria",100.4
2019-07-01,"Quebec",106.6
2019-07-01,"Montreal",109.1
2019-07-01,"Ontario",103.3
2019-07-01,"Ottawa",115.1
2019-07-01,"Oshawa",102.1
2019-07-01,"Toronto",98.5
2019-07-01,"Hamilton",106.6
2019-07-01,"Niagara",107.3
2019-07-01,"Kitchener",103.9
2019-07-01,"Guelph",106.4
2019-07-01,"London",116.1
2019-07-01,"Windsor",106.7
2019-07-01,"Sudbury",101.2
2019-07-01,"Alberta",96.4
2019-07-01,"Calgary",95.8
2019-07-01,"Edmonton",96.8
2019-07-01,"British Columbia",106.3
2019-07-01,"Kelowna",104.4
2019-07-01,"Vancouver",107
2019-07-01,"Victoria",100.4
2019-08-01,"Quebec",107.6
2019-08-01,"Montreal",110.4
2019-08-01,"Ontario",103.3
2019-08-01,"Ottawa",115.7
2019-08-01,"Oshawa",101.6
2019-08-01,"Toronto",98.3
2019-08-01,"Hamilton",106.4
2019-08-01,"Niagara",106.7
2019-08-01,"Kitchener",105.9
2019-08-01,"Guelph",106.4
2019-08-01,"London",116.1
2019-08-01,"Windsor",106.8
2019-08-01,"Sudbury",101.7
2019-08-01,"Alberta",96.4
2019-08-01,"Calgary",95.8
2019-08-01,"Edmonton",96.9
2019-08-01,"British Columbia",106.3
2019-08-01,"Kelowna",104.3
2019-08-01,"Vancouver",107
2019-08-01,"Victoria",100.5
2019-09-01,"Quebec",108.2
2019-09-01,"Montreal",111.2
2019-09-01,"Ontario",104
2019-09-01,"Ottawa",116.6
2019-09-01,"Oshawa",102.1
2019-09-01,"Toronto",98.9
2019-09-01,"Hamilton",106.6
2019-09-01,"Niagara",107.3
2019-09-01,"Kitchener",108.4
2019-09-01,"Guelph",106.3
2019-09-01,"London",117.1
2019-09-01,"Windsor",107
2019-09-01,"Sudbury",101.7
2019-09-01,"Alberta",96.5
2019-09-01,"Calgary",95.7
2019-09-01,"Edmonton",97
2019-09-01,"British Columbia",106.1
2019-09-01,"Kelowna",104
2019-09-01,"Vancouver",106.8
2019-09-01,"Victoria",100.8
2019-10-01,"Quebec",109.1
2019-10-01,"Montreal",112.4
2019-10-01,"Ontario",104.2
2019-10-01,"Ottawa",118.1
2019-10-01,"Oshawa",101.1
2019-10-01,"Toronto",99.1
2019-10-01,"Hamilton",106
2019-10-01,"Niagara",107.8
2019-10-01,"Kitchener",108.5
2019-10-01,"Guelph",107.6
2019-10-01,"London",117.4
2019-10-01,"Windsor",107.4
2019-10-01,"Sudbury",101.7
2019-10-01,"Alberta",96.1
2019-10-01,"Calgary",95.3
2019-10-01,"Edmonton",96.7
2019-10-01,"British Columbia",105.7
2019-10-01,"Kelowna",104.3
2019-10-01,"Vancouver",106.2
2019-10-01,"Victoria",100.8
2019-11-01,"Quebec",110.2
2019-11-01,"Montreal",114
2019-11-01,"Ontario",104.4
2019-11-01,"Ottawa",119.6
